# Segments csv created Sun Mar  5 10:54:31 2017
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
# YTID, start_seconds, end_seconds, positive_labels
p1CtK4P7B-w, 40.000, 50.000, "/m/02rr_,/m/02sgy,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5"
p2sXdmex3xQ, 60.000, 70.000, "/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
pB3Wtc8SPq8, 60.000, 70.000, "/m/015lz1,/m/018j2,/m/04rlf"
pGorwGZJN9A, 60.000, 70.000, "/m/015lz1,/m/04rlf,/m/04szw,/m/05r5wn"
pHC25Ia8Dxo, 80.000, 90.000, "/m/015lz1,/m/04rlf,/m/06by7,/m/07sr1lc"
pHvVTZbBRUc, 80.000, 90.000, "/m/04rlf,/m/04szw,/m/0l156b"
pIwn0udLJXI, 120.000, 130.000, "/m/01hgjl,/m/04rlf,/m/04szw"
pL71P2hVjMc, 270.000, 280.000, "/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y,/m/0g12c5"
pS63_yBnams, 230.000, 240.000, "/m/015lz1,/m/04rlf,/m/07qb_dv"
pTzINk_nVHg, 270.000, 280.000, "/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5"
pVr8XfhoL7o, 70.000, 80.000, "/m/015lz1,/m/02w4v,/m/04rlf,/m/04szw"
pVvpGpipheQ, 90.000, 100.000, "/m/015lz1,/m/0z9c"
pW2LsDwvz5A, 300.000, 310.000, "/m/01d380,/m/07k1x,/m/0_ksk"
pYj4RPPMJE4, 210.000, 220.000, "/m/015lz1,/m/015vgc,/m/04rlf"
pZJkl3yfi10, 420.000, 430.000, "/m/07k1x,/m/08j51y,/m/09x0r"
pa0HDoJpPZc, 130.000, 140.000, "/m/015lz1,/m/04rlf,/m/07rwj3x"
peAe7ArKtd0, 90.000, 100.000, "/m/026t6,/m/02hnl,/m/0342h,/m/04rlf,/m/04szw,/m/07s8j8t"
pnh_C1w4yGc, 250.000, 260.000, "/m/01hgjl,/m/04rlf,/m/04szw,/m/09x0r"
poWIbnS3Qlg, 530.000, 540.000, "/m/02p01q,/m/07k1x,/m/07pdjhy"
prAP_7TjdFo, 40.000, 50.000, "/m/04rlf,/m/04szw,/m/0l156b"
pswqqhgyJ6Q, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/0cfdd"
pte5jvRKwsA, 60.000, 70.000, "/m/02bxd,/m/04rlf,/m/04szw"
puAclKsCbes, 280.000, 290.000, "/m/01lyv,/m/0342h,/m/04rlf,/m/04szw,/m/07brj,/m/0fx80y,/m/0l14_3"
pvxx3aokwCU, 40.000, 50.000, "/m/04rlf,/m/04szw,/m/09x0r,/m/0l14md,/m/0l156b"
pw9FSnmLf6A, 40.000, 50.000, "/m/015lz1,/m/0y4f8,/m/0z9c"
q-sJu8CoZts, 50.000, 60.000, "/m/018j2,/m/01lyv,/m/04rlf,/m/04szw,/m/074ft,/m/0gg8l"
q1y3u6mezio, 30.000, 40.000, "/m/015lz1,/m/02bk07,/m/04rlf,/m/074ft"
q5v99hPsjs8, 30.000, 40.000, "/m/015lz1,/m/04rlf,/t/dd00004,/t/dd00125"
q87TmUmVg0Y, 130.000, 140.000, "/m/015lz1,/m/04rlf,/m/06rqw,/m/09x0r"
q8XPuolEZ6Q, 70.000, 80.000, "/m/01yg9g,/m/02mk9,/m/07k1x,/t/dd00129"
qF5ihqYTQQk, 80.000, 90.000, "/m/02p0sh1,/m/04rlf,/m/04szw,/m/0mkg"
qG838pozAQA, 20.000, 30.000, "/m/01b82r,/m/07k1x,/m/07pdjhy,/m/083vt,/m/0_ksk"
qHutGIIGtbM, 140.000, 150.000, "/m/015lz1,/m/01lyv,/m/04rlf"
qIxpfaeZ-zs, 380.000, 390.000, "/m/015lz1,/m/0164x2,/m/04rlf,/m/06j64v"
qKnousfZNI8, 290.000, 300.000, "/m/01d380,/m/07k1x,/m/0_ksk"
qM8F6ECriRc, 50.000, 60.000, "/m/015lz1,/m/02w4v,/m/04rlf"
qMd2DTyF9EE, 30.000, 40.000, "/m/01lyv,/m/04rlf,/m/04szw,/m/07y_7,/m/0gg8l"
qUCQ3K7S4Lk, 70.000, 80.000, "/m/0155w,/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y"
qW8zo5ib1nQ, 530.000, 540.000, "/m/01d380,/m/07k1x,/m/0_ksk"
qXSG2uq2tNw, 170.000, 180.000, "/m/015lz1,/m/03_d0,/m/04rlf,/m/04szw,/m/05r5wn,/m/07xzm"
qknDM3pcoD0, 140.000, 150.000, "/m/015lz1,/m/04rlf,/m/05rwpb"
qp4Ubx7WOAQ, 0.000, 10.000, "/m/018vs,/m/02sgy,/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/07pc8lb,/m/0fx80y"
qp5IlCXSrU8, 10.000, 20.000, "/m/015lz1,/m/04rlf,/m/074ft,/m/07brj"
qp68fEMcAgM, 310.000, 320.000, "/m/01d380,/m/07k1x,/m/0_ksk"
qt-rFuXGCyY, 270.000, 280.000, "/m/015lz1,/m/028sqc"
qwlKkrMj7CQ, 50.000, 60.000, "/m/01d380,/m/07k1x,/m/0_ksk"
qxWVr67g6yY, 200.000, 210.000, "/m/015lz1,/m/03qtwd,/m/04rlf,/m/064t9,/m/07pws3f"
qxeNFkBub5g, 200.000, 210.000, "/m/015lz1,/m/0342h,/m/04rlf,/m/04szw,/m/07xzm"
qyCea2TuUV4, 100.000, 110.000, "/m/018j2,/m/01lyv,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
rCnCzKpCYmw, 510.000, 520.000, "/m/01d380,/m/07k1x,/m/0_ksk"
rJPgaJngJJA, 0.000, 10.000, "/m/01d380,/m/07k1x,/m/0_ksk"
rO7f9vsE3Hk, 30.000, 40.000, "/m/01b9nn,/m/01jnbd,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0g12c5"
rO8Ffr3iU0w, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/07p78v5"
rOOBAGxxjBk, 10.000, 20.000, "/m/01kcd,/m/04fq5q,/m/04rlf,/m/04szw,/m/07c6l"
rS8oECcQBCk, 10.000, 20.000, "/m/0342h,/m/04szw,/m/0cfdd,/m/0fx80y"
raM8Lp0aGCk, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/07kc_,/m/0l14qv"
rk8SkX9FuBA, 540.000, 550.000, "/m/01d380,/m/07k1x,/m/0_ksk"
rlebZNXxcXU, 210.000, 220.000, "/m/01d380,/m/07k1x,/m/0_ksk"
rn_v88OiRks, 180.000, 190.000, "/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
rrAIuGMTqtA, 260.000, 270.000, "/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00125"
rzmX8IPoaUc, 230.000, 240.000, "/m/015lz1,/m/04rlf,/m/07rn7sz"
sGVzzQLcT0U, 150.000, 160.000, "/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/t/dd00125"
sHHehsY_up0, 80.000, 90.000, "/m/015lz1,/m/04rlf,/m/06bxc,/m/09x0r"
sPtje4_RAJc, 230.000, 240.000, "/m/04rlf,/m/04szw,/m/07sr1lc,/t/dd00128"
sT4v57Ms2WM, 60.000, 70.000, "/m/015lz1,/m/04rlf,/m/074ft"
sUjAb0SfppQ, 430.000, 440.000, "/m/01glhc,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y"
sjAcKjBoEnY, 50.000, 60.000, "/m/015lz1,/m/015vgc,/m/04rlf"
slbFJyRC0N0, 100.000, 110.000, "/m/026t6,/m/02hnl,/m/03lty,/m/04rlf,/m/04szw,/t/dd00126"
sp77ueBkqS0, 60.000, 70.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5"
sxefz1N_9hI, 100.000, 110.000, "/m/015lz1,/m/01swy6,/m/04rlf"
sxuDrPSDAeY, 60.000, 70.000, "/m/015lz1,/m/074ft,/m/0dq0md"
t5fW1-6iXZY, 70.000, 80.000, "/m/015lz1,/m/015y_n,/m/064t9"
t6XtW3SHQNE, 380.000, 390.000, "/m/02p0sh1,/m/04rlf,/m/04szw,/m/0mkg"
t9aSL2MwEDM, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/04wptg,/m/05w3f,/m/064t9,/m/06rqw"
tMICtalfpSc, 60.000, 70.000, "/m/015lz1,/m/04rlf,/m/06j64v"
tV2m7HFJprU, 230.000, 240.000, "/m/015lz1,/m/04rlf,/m/06rqw"
tcENulGsnho, 60.000, 70.000, "/m/0140xf,/m/015lz1,/m/04rlf"
thHSYzhoLo4, 10.000, 20.000, "/m/015lz1,/m/04rlf,/m/0gywn,/t/dd00004"
tjlPAc58-b4, 0.000, 10.000, "/m/015lz1,/m/01z47d,/m/04rlf"
tnJb9WyhCUc, 160.000, 170.000, "/m/04rlf,/m/04szw,/m/05pd6,/m/0ggq0m,/t/dd00126"
too9MtXBwts, 100.000, 110.000, "/m/015lz1,/m/04rlf,/t/dd00034"
tuoBmxts5Xo, 80.000, 90.000, "/m/01kcd,/m/03_d0,/m/04rlf,/m/04szw,/m/04wptg,/m/06ncr"
tuoSuo-7wL0, 10.000, 20.000, "/m/015lz1,/m/0gg8l"
tv14XEQcY0c, 200.000, 210.000, "/m/02p0sh1,/m/04rlf,/m/04szw,/m/0mkg"
tzvB-r8YaRc, 90.000, 100.000, "/m/015lz1,/m/09x0r,/m/0l15bq"
u3INXs99JeA, 30.000, 40.000, "/m/04szw,/m/07brj,/m/09x0r"
u3yOMK8SuRI, 0.000, 10.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y,/m/0l14_3"
u5rLapIShnc, 70.000, 80.000, "/m/015lz1,/m/07pkxdp,/m/0dwt5"
u68Ghaf_Phs, 10.000, 20.000, "/m/02p0sh1,/m/04rlf,/m/04szw,/m/0mkg"
u7kkvWYIfTA, 430.000, 440.000, "/m/01d380,/m/07k1x,/m/0_ksk"
uACBWuZXKno, 110.000, 120.000, "/m/015lz1,/m/0dl5d"
uE3BHXXiCFs, 40.000, 50.000, "/m/015lz1,/m/06cqb"
uJxQvCxpjpU, 190.000, 200.000, "/m/01d380,/m/07k1x,/m/0_ksk"
uNfvtOokcLM, 10.000, 20.000, "/m/03_d0,/m/04rlf,/m/04szw,/t/dd00126"
ucSF9NIxK8A, 60.000, 70.000, "/m/015lz1,/m/02w4v,/m/04rlf,/m/04wptg,/m/06j64v,/m/074ft"
ueDHgvynwRI, 130.000, 140.000, "/m/015lz1,/m/04rlf,/m/05r5wn,/t/dd00035"
uidOHd93LYE, 70.000, 80.000, "/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
ukripG753x4, 30.000, 40.000, "/m/015lz1,/m/01lyv,/m/01swy6,/m/0326g,/m/04rlf,/m/074ft"
ul8GKV7m8O4, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/07szfh9,/m/0l14qv"
usH4nVyy9A4, 120.000, 130.000, "/m/015lz1,/m/016cjb,/m/04rlf"
usqM-22gdGw, 280.000, 290.000, "/m/015lz1,/m/04rlf,/m/07q4ntr,/t/dd00126"
uxLY3CBoPo8, 50.000, 60.000, "/m/01jnbd,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
uy1_vARLIp0, 120.000, 130.000, "/m/0342h,/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y"
v-ZMADTJ6DA, 220.000, 230.000, "/m/015lz1,/m/01jnbd,/m/04rlf"
v26yz-OX_zM, 170.000, 180.000, "/m/015lz1,/m/0dls3"
v8bBrrXUpdo, 40.000, 50.000, "/m/015lz1,/m/0l14jd"
vAStdY-4Am8, 230.000, 240.000, "/m/015lz1,/m/04rlf,/m/07rwj3x,/m/09x0r"
vEN9szBPBkw, 40.000, 50.000, "/m/015lz1,/m/04rlf,/m/06rqw"
vKNGqQ3GRB8, 90.000, 100.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y"
vOiDwXo-SuM, 0.000, 10.000, "/m/01b9nn,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y"
vPyeIB76mwg, 480.000, 490.000, "/m/015lz1,/m/015vgc,/m/04rlf"
vZUup6rK728, 140.000, 150.000, "/m/04rlf,/m/04szw,/m/05r5c,/m/07kc_"
vkcSOQ_vNc0, 170.000, 180.000, "/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126"
vqRFzhWik2c, 240.000, 250.000, "/m/015lz1,/m/04rlf,/m/06j6l,/m/0glt670"
vukJyd8xt0I, 90.000, 100.000, "/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y"
vxIF3B4YqW8, 180.000, 190.000, "/m/015lz1,/m/028sqc,/m/03qtwd,/m/04rlf"
vyNstX5b1V8, 290.000, 300.000, "/m/0155w,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
vykrv5BaW-s, 300.000, 310.000, "/m/04rlf,/m/04szw,/m/05r5wn,/m/09x0r,/m/0g293"
w0lIQQKysY4, 360.000, 370.000, "/m/0342h,/m/04rlf,/m/04szw,/m/05w3f,/m/06by7"
w4ayJNZ5w5o, 280.000, 290.000, "/m/01b9nn,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
w62KGC7um_Y, 70.000, 80.000, "/m/015lz1,/m/0g293"
wDxe-StTo2U, 0.000, 10.000, "/m/015lz1,/m/04rlf,/m/09x0r,/t/dd00005"
wHAFOT3t6oY, 60.000, 70.000, "/m/015lz1,/m/04rlf,/m/0gywn"
wLQiZ-0VW4c, 60.000, 70.000, "/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y"
wM3XOYKpvvk, 30.000, 40.000, "/m/0326g,/m/0342h,/m/04rlf,/m/04szw"
wMN-Xp9IMUw, 230.000, 240.000, "/m/026t6,/m/04rlf,/m/04szw,/m/05r5wn,/m/0l14md"
wMtsAWuZN48, 80.000, 90.000, "/m/015lz1,/m/04rlf,/m/074ft,/m/0dq0md"
wRPO3ONN3aU, 40.000, 50.000, "/m/01j4z9,/m/07k1x"
wYtd_Sq2-Tw, 240.000, 250.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5,/t/dd00125"
wc2g5HeV0mI, 190.000, 200.000, "/m/015lz1,/m/04rlf,/m/0ggq0m"
wfiMH8NNkaY, 290.000, 300.000, "/m/04fgwm,/m/07k1x,/m/09x0r"
wkkzzAjSxDs, 380.000, 390.000, "/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
woVby8SBWDI, 150.000, 160.000, "/m/015lz1,/m/04rlf,/m/0l14jd"
wq1098my4zA, 130.000, 140.000, "/m/015lz1,/m/04rlf,/m/07pkxdp"
wuIkHbRVnak, 50.000, 60.000, "/m/015lz1,/m/04rlf,/m/07rwj3x,/t/dd00126,/t/dd00127"
x22NHqwKSNE, 90.000, 100.000, "/m/026t6,/m/02hnl,/m/04rlf,/m/04szw,/m/05pd6,/m/0l14md,/m/0l156b"
x7tOPTm31tQ, 170.000, 180.000, "/m/02lkt,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/0dls3,/m/0fx80y"
x91bXKFupMQ, 480.000, 490.000, "/m/0140xf,/m/015lz1,/m/04rlf"
xBbLQteMn2Y, 260.000, 270.000, "/m/015lz1,/m/04rlf,/t/dd00004"
xMCLKME4hAY, 110.000, 120.000, "/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y"
xMMxJJtBBpw, 10.000, 20.000, "/m/0140xf,/m/015lz1,/m/04rlf,/t/dd00006"
xRfbWrI03gc, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/07kc_"
xS_B8XnPvQo, 260.000, 270.000, "/m/04rlf,/m/04szw,/m/07pqc89,/m/085jw,/m/09x0r,/m/0l14j_"
xSmmTveNPSM, 20.000, 30.000, "/m/02bxd,/m/04rlf,/m/04szw"
xStr9lpFy9s, 120.000, 130.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0l14qv,/t/dd00125"
xUMzNtC2ITA, 90.000, 100.000, "/m/015lz1,/m/04rlf,/m/05rwpb,/m/06by7,/m/07szfh9"
xVab_CbwecE, 60.000, 70.000, "/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
xVi1wNljxjk, 390.000, 400.000, "/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,/m/0l14qv"
xZSioXdxo4Y, 200.000, 210.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5"
xaYfs3lr1jI, 180.000, 190.000, "/m/01d380,/m/07k1x,/m/0_ksk"
xmSMAmnoRug, 120.000, 130.000, "/m/015lz1,/m/04rlf,/m/06rqw"
xxNroISqkt4, 110.000, 120.000, "/m/04rlf,/m/04szw,/m/07brj,/m/0mkg"
xydcedfPePM, 130.000, 140.000, "/m/015lz1,/m/028sqc"
y3Pqe5DLvok, 70.000, 80.000, "/m/026t6,/m/04rlf,/m/04szw,/m/0dwsp,/m/0dwt5,/m/0l14md"
y4bUL-RK5B4, 100.000, 110.000, "/m/015lz1,/m/015vgc"
yBYd03Hr2kQ, 320.000, 330.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y"
yGMif1GAu2M, 70.000, 80.000, "/m/015lz1,/m/0y4f8"
yIFP8fkq8GU, 90.000, 100.000, "/m/015lz1,/m/028sqc,/m/04rlf,/m/05rwpb,/m/064t9"
yQN9gj7Vk0w, 70.000, 80.000, "/m/02hnl,/m/0342h,/m/04rlf,/m/04szw,/m/05r6t,/m/06by7"
yScg02DM-jY, 60.000, 70.000, "/m/01xqw,/m/02fsn,/m/03q5t,/m/04rlf,/m/04szw,/m/07y_7,/m/0ggq0m,/m/0l14_3,/m/0l14md"
yWLkbXoZ2iQ, 120.000, 130.000, "/m/01d380,/m/07k1x,/m/0_ksk"
yWU0zNEy2_I, 90.000, 100.000, "/m/02bxd,/m/04rlf,/m/04szw,/m/09x0r"
yaUK4XvVGTg, 90.000, 100.000, "/m/018vs,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y"
yc_bzicMBzg, 370.000, 380.000, "/m/015lz1,/m/04rlf,/m/04szw,/m/07sr1lc,/t/dd00126"
ymGg5TA2YfM, 80.000, 90.000, "/m/015lz1,/m/01lyv,/m/04rlf,/m/06rqw,/m/074ft"
yqb4GenP8gs, 160.000, 170.000, "/m/0140xf,/m/015lz1,/m/02mscn,/m/04rlf,/m/06j6l"
yrme-KRBvzk, 50.000, 60.000, "/m/01xqw,/m/04rlf,/m/04szw,/m/05pd6,/m/07y_7,/m/0ggq0m,/m/0l14_3"
ytTyo38SeYE, 20.000, 30.000, "/m/018j2,/m/02p0sh1,/m/0342h,/m/04rlf,/m/04szw,/m/07y_7,/m/0fx80y"
yw6uqQQF5Ig, 180.000, 190.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y"
yxPPtOEc87M, 120.000, 130.000, "/m/015lz1,/m/04rlf,/m/07p6fty,/m/09x0r"
z6KSgNnOTrA, 60.000, 70.000, "/m/01d380,/m/07k1x,/m/0_ksk"
zSSIGv82318, 10.000, 20.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/m/0g12c5"
zU3ypNuHaTM, 490.000, 500.000, "/m/04szw,/m/07szfh9,/t/dd00125"
zWQJrAaHsFg, 260.000, 270.000, "/m/015lz1,/m/04rlf,/m/07rwj3x"
zY5DN4MOv7Q, 10.000, 20.000, "/m/015lz1,/m/03lty,/m/03qc9zr,/m/04rlf,/t/dd00126"
zYsFbF9emtI, 0.000, 10.000, "/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00125"
zdR_AmtMPbU, 80.000, 90.000, "/m/015lz1,/m/04rlf,/m/06j64v"
zfwwehetIPc, 30.000, 40.000, "/m/07k1x,/m/07s02z0"
znWyOGuH4EY, 230.000, 240.000, "/m/01d380,/m/07k1x,/m/0_ksk"
ztTVZolaOAg, 80.000, 90.000, "/m/0342h,/m/04rlf,/m/04szw,/m/05r5wn,/m/0fx80y"
zw4Dr0LeeFs, 190.000, 200.000, "/m/01jnbd,/m/0342h,/m/04rlf,/m/04szw,/t/dd00125"
